Año,Trimestre,Provincia,Mbps (Media de bajada),Velocidad anterior,Variación (%)
2015,4,Santa Fe,4.80987377455356,4.55989545240263,5.482106437752093
2016,1,Santa Fe,4.89813602895205,4.80987377455356,1.8350222591170264
2016,2,Santa Fe,5.13859853091851,4.89813602895205,4.909265494978649
2016,3,Santa Fe,5.67726376156478,5.13859853091851,10.48272651395448
2016,4,Santa Fe,6.04023332894067,5.67726376156478,6.393389185706027
2017,1,Santa Fe,6.28403648689241,6.04023332894067,4.036320199479749
2017,2,Santa Fe,6.8387492504462,6.28403648689241,8.827331997687153
2017,3,Santa Fe,7.79221514839974,6.8387492504462,13.942109339530628
2017,4,Santa Fe,10.2974946018472,7.79221514839974,32.15105596721056
2018,1,Santa Fe,11.173305005746,10.2974946018472,8.505082427930521
2018,2,Santa Fe,11.7488846228176,11.173305005746,5.151381948095053
2018,3,Santa Fe,12.3573260434886,11.7488846228176,5.178716450150005
2018,4,Santa Fe,13.1792348999695,12.3573260434886,6.651186944395518
2019,1,Santa Fe,12.986963477266,13.1792348999695,-1.4588966974398905
2019,2,Santa Fe,15.0745490588903,12.986963477266,16.074470258414674
2019,3,Santa Fe,18.1655296866879,15.0745490588903,20.504630790097682
2019,4,Santa Fe,20.5471970198073,18.1655296866879,13.110915972159825
2020,1,Santa Fe,22.4240567700362,20.5471970198073,9.1343833828995
2020,2,Santa Fe,23.9257916089841,22.4240567700362,6.6969810786180775
2020,3,Santa Fe,25.6909413412681,23.9257916089841,7.377602217437983
2020,4,Santa Fe,27.2943524462156,25.6909413412681,6.241153578798202
2021,1,Santa Fe,28.1306300731529,27.2943524462156,3.0639218445838248
2021,2,Santa Fe,30.7018831645519,28.1306300731529,9.140403484431491
2021,3,Santa Fe,33.1322962473813,30.7018831645519,7.9161694082515695
2021,4,Santa Fe,36.0240238372751,33.1322962473813,8.727821242158427
2022,1,Santa Fe,38.89,36.0240238372751,7.955735804725372
2022,2,Santa Fe,42.01,38.89,8.022627924916424
2022,3,Santa Fe,45.15,42.01,7.47441085455844
2022,4,Santa Fe,90.3,45.15,100.0
2023,1,Santa Fe,92.22,90.3,2.1262458471760817
2023,2,Santa Fe,94.87,92.22,2.8735632183908106
2023,3,Santa Fe,97.39,94.87,2.6562664699061833
2023,4,Santa Fe,99.81,97.39,2.4848547078755536
2024,1,Santa Fe,100.2,99.81,0.39074241058010273
2024,2,Santa Fe,102.51,100.2,2.3053892215568883
2014,2,Santiago Del Estero,3.06975092114959,2.94947172149921,4.077991281409613
2014,3,Santiago Del Estero,3.09954651038892,3.06975092114959,0.9706191155135183
2014,4,Santiago Del Estero,3.45822447265973,3.09954651038892,11.571949672915352
2015,1,Santiago Del Estero,3.57110412512624,3.45822447265973,3.264092697247442
2015,2,Santiago Del Estero,3.72881129536047,3.57110412512624,4.4162019562690595
2015,3,Santiago Del Estero,3.91123732169146,3.72881129536047,4.892337312911792
2015,4,Santiago Del Estero,4.09410169145076,3.91123732169146,4.675358581417354
2016,1,Santiago Del Estero,4.17401156430692,4.09410169145076,1.9518292137937616
2016,2,Santiago Del Estero,4.30981517959065,4.17401156430692,3.253551486177532
2016,3,Santiago Del Estero,4.67012308701355,4.30981517959065,8.360170736071389
2016,4,Santiago Del Estero,4.86679443144862,4.67012308701355,4.211266828961387
2017,1,Santiago Del Estero,4.94896583328499,4.86679443144862,1.6884091365229812
2017,2,Santiago Del Estero,5.05794740805446,4.94896583328499,2.2021080452101485
2017,3,Santiago Del Estero,5.17855807833537,5.05794740805446,2.3845773898092566
2017,4,Santiago Del Estero,6.16560021498504,5.17855807833537,19.060173154743325
2018,1,Santiago Del Estero,6.24821072216304,6.16560021498504,1.339861559256163
2018,2,Santiago Del Estero,5.91100164699838,6.24821072216304,-5.396890248412157
2018,3,Santiago Del Estero,5.77984251236905,5.91100164699838,-2.2188986310963568
2018,4,Santiago Del Estero,6.30925524385175,5.77984251236905,9.159639390688234
2019,1,Santiago Del Estero,6.41507073796908,6.30925524385175,1.6771471438002945
2019,2,Santiago Del Estero,7.10311288296652,6.41507073796908,10.725402308116474
2019,3,Santiago Del Estero,9.38941313142636,7.10311288296652,32.187299936376604
2019,4,Santiago Del Estero,9.79220184435585,9.38941313142636,4.289817769135702
2020,1,Santiago Del Estero,10.0005390804948,9.79220184435585,2.127583146777498
2020,2,Santiago Del Estero,10.411619106122,10.0005390804948,4.110578662994044
2020,3,Santiago Del Estero,10.8790172706597,10.411619106122,4.489197691287721
2020,4,Santiago Del Estero,11.280765527512,10.8790172706597,3.6928726819452606
2021,1,Santiago Del Estero,11.5841745164981,11.280765527512,2.6896134685729858
2021,2,Santiago Del Estero,12.7187978386833,11.5841745164981,9.794597971303663
2021,3,Santiago Del Estero,13.3527235335196,12.7187978386833,4.984163620466245
2021,4,Santiago Del Estero,13.8408868495151,13.3527235335196,3.6559082105613463
2022,1,Santiago Del Estero,14.5,13.8408868495151,4.762073107389011
2022,2,Santiago Del Estero,16.34,14.5,12.689655172413792
2022,3,Santiago Del Estero,17.69,16.34,8.261933904528773
2022,4,Santiago Del Estero,34.4,17.69,94.46014697569247
2023,1,Santiago Del Estero,36.27,34.4,5.436046511627921
2023,2,Santiago Del Estero,37.62,36.27,3.722084367245641
2023,3,Santiago Del Estero,41.46,37.62,10.207336523126006
2023,4,Santiago Del Estero,44.22,41.46,6.657018813314032
2024,1,Santiago Del Estero,44.9,44.22,1.537765716870194
2024,2,Santiago Del Estero,48.95,44.9,9.020044543429854
2014,2,Tierra Del Fuego,3.47009598681291,3.44688793732356,0.6733044389998615
2014,3,Tierra Del Fuego,3.47098171141966,3.47009598681291,0.02552449874919595
2014,4,Tierra Del Fuego,3.47472446989241,3.47098171141966,0.10782996811639876
2015,1,Tierra Del Fuego,3.45387808575141,3.47472446989241,-0.5999435155687473
2015,2,Tierra Del Fuego,3.47751587628866,3.45387808575141,0.6843840445545926
2015,3,Tierra Del Fuego,3.47772105693272,3.47751587628866,0.005900207255959971
2015,4,Tierra Del Fuego,3.47482486424173,3.47772105693272,-0.08327846436149902
2016,1,Tierra Del Fuego,3.47508263271679,3.47482486424173,0.007418171710252012
2016,2,Tierra Del Fuego,3.47869246321177,3.47508263271679,0.1038775441192239
2016,3,Tierra Del Fuego,3.47654537746248,3.47869246321177,-0.061721056747495624
2016,4,Tierra Del Fuego,3.47676146737609,3.47654537746248,0.006215650599895468
2017,1,Tierra Del Fuego,3.47676146737609,3.47676146737609,0.0
2017,2,Tierra Del Fuego,3.47676146737609,3.47676146737609,0.0
2017,3,Tierra Del Fuego,3.47535827186512,3.47676146737609,-0.040359268938541595
2017,4,Tierra Del Fuego,5.20322570453684,3.47535827186512,49.71767793437957
2018,1,Tierra Del Fuego,5.76808203603288,5.20322570453684,10.855887550746184
2018,2,Tierra Del Fuego,5.94274505737592,5.76808203603288,3.02809530537066
2018,3,Tierra Del Fuego,5.98788374717833,5.94274505737592,0.759559586800464
2018,4,Tierra Del Fuego,7.43656200821403,5.98788374717833,24.19349343110344
2019,1,Tierra Del Fuego,6.3411014506123,7.43656200821403,-14.730739236649178
2019,2,Tierra Del Fuego,6.34,6.3411014506123,-0.01737002034864713
2019,3,Tierra Del Fuego,6.69070138014341,6.34,5.531567510148423
2019,4,Tierra Del Fuego,7.27,6.69070138014341,8.65826446201628
2020,1,Tierra Del Fuego,7.41086583769633,7.27,1.937631880279653
2020,2,Tierra Del Fuego,8.12832939545727,7.41086583769633,9.681237975075298
2020,3,Tierra Del Fuego,8.50667605547561,8.12832939545727,4.6546669261433955
2020,4,Tierra Del Fuego,8.48680694933787,8.50667605547561,-0.233570739124959
2021,1,Tierra Del Fuego,8.7347523962779,8.48680694933787,2.9215398490874582
2021,2,Tierra Del Fuego,8.59192142648348,8.7347523962779,-1.6352034186485116
2021,3,Tierra Del Fuego,9.52,8.59192142648348,10.801758156863928
2021,4,Tierra Del Fuego,10.6967049440505,9.52,12.360346050950639
2022,1,Tierra Del Fuego,10.73,10.6967049440505,0.31126460086214386
2022,2,Tierra Del Fuego,10.97,10.73,2.2367194780987902
2022,3,Tierra Del Fuego,11.01,10.97,0.36463081130354735
2022,4,Tierra Del Fuego,13.48,11.01,22.434150772025436
2023,1,Tierra Del Fuego,14.58,13.48,8.160237388724033
2023,2,Tierra Del Fuego,16.92,14.58,16.049382716049394
2023,3,Tierra Del Fuego,17.17,16.92,1.4775413711583922
2023,4,Tierra Del Fuego,17.92,17.17,4.36808386721025
2024,1,Tierra Del Fuego,21.54,17.92,20.20089285714284
2024,2,Tierra Del Fuego,22.09,21.54,2.5533890436397435
2014,2,Tucumán,3.34994476711167,3.20834182355113,4.413586561166602
2014,3,Tucumán,3.34989752676935,3.34994476711167,-0.0014101827225320757
2014,4,Tucumán,3.86061231024495,3.34989752676935,15.245683767769899
2015,1,Tucumán,4.07107804024244,3.86061231024495,5.451615264215328
2015,2,Tucumán,4.30681276746996,4.07107804024244,5.790474289544259
2015,3,Tucumán,4.5723186672303,4.30681276746996,6.164788536101392
2015,4,Tucumán,4.88229794633078,4.5723186672303,6.779476708876285
2016,1,Tucumán,5.00403664067989,4.88229794633078,2.493471223742098
2016,2,Tucumán,5.20097976176087,5.00403664067989,3.9356850323586294
2016,3,Tucumán,5.5446832601914,5.20097976176087,6.608437528589119
2016,4,Tucumán,5.72776693420211,5.5446832601914,3.3019681272901105
2017,1,Tucumán,5.87550732569558,5.72776693420211,2.5793715629605996
2017,2,Tucumán,6.09328044562472,5.87550732569558,3.7064564446502373
2017,3,Tucumán,6.3851768015554,6.09328044562472,4.790463175550637
2017,4,Tucumán,9.10602130718706,6.3851768015554,42.61188985352566
2018,1,Tucumán,9.35563168480611,9.10602130718706,2.741157407813672
2018,2,Tucumán,13.5065457296271,9.35563168480611,44.36807887127736
2018,3,Tucumán,15.2559503624883,13.5065457296271,12.952272682302606
2018,4,Tucumán,16.5832344455303,15.2559503624883,8.700107508907216
2019,1,Tucumán,16.5732999645796,16.5832344455303,-0.059906775022279105
2019,2,Tucumán,18.5293178859203,16.5732999645796,11.802223609788598
2019,3,Tucumán,19.3239947945805,18.5293178859203,4.288754251790586
2019,4,Tucumán,29.8703893243128,19.3239947945805,54.576678589719364
2020,1,Tucumán,32.2455309430329,29.8703893243128,7.951492004112803
2020,2,Tucumán,32.704534437188,32.2455309430329,1.423463905637068
2020,3,Tucumán,34.8358016986155,32.704534437188,6.516733224014505
2020,4,Tucumán,36.442246829153,34.8358016986155,4.61147742324342
2021,1,Tucumán,37.9796195819083,36.442246829153,4.218655232655519
2021,2,Tucumán,40.3099203285136,37.9796195819083,6.1356611052400885
2021,3,Tucumán,42.1011853057148,40.3099203285136,4.4437323681191545
2021,4,Tucumán,45.1481224333995,42.1011853057148,7.237176591489241
2022,1,Tucumán,47.24,45.1481224333995,4.633365583887451
2022,2,Tucumán,50.09,47.24,6.033022861981374
2022,3,Tucumán,53.36,50.09,6.528249151527242
2022,4,Tucumán,88.33,53.36,65.5359820089955
2023,1,Tucumán,95.79,88.33,8.445601720819662
2023,2,Tucumán,96.69,95.79,0.9395552771687978
2023,3,Tucumán,98.85,96.69,2.2339435308718554
2023,4,Tucumán,101.55,98.85,2.731411229135056
2024,1,Tucumán,103.36,101.55,1.7823732151649456
2024,2,Tucumán,108.93,103.36,5.388931888544899
